Chan and Street (1970) - Numerical
0.03;0.06
0.05;0.09
0.06;0.13
0.08;0.16
0.10;0.19
0.11;0.23
0.13;0.27
0.14;0.30
0.16;0.33
0.17;0.37
0.19;0.41
0.20;0.43
0.22;0.47
0.24;0.51
0.25;0.55
0.27;0.59
0.28;0.62
0.30;0.66
0.31;0.69
0.32;0.72
0.33;0.75
0.35;0.79
0.36;0.83
0.38;0.87
0.40;0.91
0.41;0.96
0.42;0.99
0.43;1.02
0.44;1.05
0.46;1.09
0.47;1.14
0.49;1.18
0.50;1.22
0.51;1.26
0.52;1.30
0.54;1.35
0.55;1.40
0.56;1.45
0.57;1.50
0.59;1.54
0.60;1.59
0.61;1.66
0.61;1.62
0.63;1.71
0.64;1.76
