Chan and Street (1970) - Experimental
0.10;0.18
0.16;0.32
0.20;0.42
0.25;0.52
0.29;0.67
0.30;0.68
0.31;0.66
0.31;0.74
0.34;0.88
0.36;0.82
0.38;0.95
0.41;1.02
0.44;1.08
0.45;1.13
0.49;1.24
0.50;1.29
0.55;1.36
0.55;1.51
0.59;1.64
0.61;1.67
0.65;1.76
